0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
ALB,1.7206,1.3194,1.329,1.3418,1.4971,1.4326,1.6356,1.4602,1.0785,1.7109,2.0151,1.7042,1.8104,1.6539,1.3492,1.2958,1.4839,1.0027,1.2157,1.0676,0.8897,0.9978,1.0713,1.1964
AMCR,0.94,0.9977,0.9694,1.0146,1.0896,0.972,1.0186,1.047,1.5004,2.2523,2.3542,0.9361,2.4534,1.0947,1.0504,0,1.0837,0,0,0,0,0,0,0
APD,0.7223,0.9124,0.8618,0.9065,0.9192,0.8525,0.8769,0.9758,1.0095,0.5656,0.9993,0.7038,0.7205,0.509,0.6858,0.7052,0.8548,0.5124,0.6539,0.5082,0.5598,0.4565,0.5683,0.6618
AVY,0.5578,0.5445,0.612,0.7498,0.8667,0.9105,0.9958,0.7587,1.1714,1.0582,0.9144,0.5637,1.1783,1.1038,1.2794,1.2952,0.8019,1.3473,1.2033,1.4045,1.257,1.3872,1.2159,1.2654
BLL,0.4125,0.3619,0.3945,0.4481,0.3649,0.2606,0.3918,0.2642,0.1088,0.6029,-0.1128,0.3914,0.3966,0.7189,0.682,0.7421,0.2228,0.8108,0.8129,0.8218,0.7763,0.7659,0.7636,0.8326
CE,1.1611,1.1506,1.2114,1.3356,1.3405,1.3415,1.5162,1.3256,1.4475,1.3039,1.76,1.1515,1.3281,1.3288,1.4695,1.4498,1.2534,1.2449,1.4364,1.2297,1.3285,1.2125,1.3619,1.4512
CF,1.555,1.1637,1.1394,1.1661,1.1802,1.1165,1.6174,1.1163,1.3934,0.5609,1.6374,1.5527,1.083,0.5283,0.7323,0.7275,1.0318,0.4066,0.8505,0.5039,0.4884,0.5807,0.618,0.8186
CTVA,0.818,0.7081,0.7926,0.8432,0.8643,0.8546,0.8114,0.8785,0.6458,-0.2698,0.6924,0.7911,0.6153,-0.8258,-0.4567,0,0.8534,0,0,0,0,0,0,0
DD,1.6375,1.7336,1.7781,1.8712,1.6642,1.661,0.9708,1.9237,0.9963,0.601,1.0147,1.6649,0.8033,0.6186,0.808,0.7752,1.9862,0,0.8281,0,0,0,0,0.8731
DOW,1.644,1.6688,1.6828,1.7931,1.8315,1.8598,1.7619,1.8303,1.6576,1.925,2.0265,1.64,1.9067,1.8898,1.819,1.6221,1.9073,0,1.5883,0,0,0,0,0
ECL,1.2298,1.0812,1.0476,1.1194,1.2092,1.0823,0.7466,1.0818,0.5571,0.6285,0.351,1.2009,0.4564,0.6959,0.6938,0.7217,1.1926,0.7509,0.7464,0.6917,0.7525,0.7215,0.7109,0.7144
EMN,1.566,1.5345,1.5786,1.7143,2.0578,2.0798,1.9445,1.9409,2.197,1.6247,2.635,1.5551,2.2802,1.6433,1.7402,1.689,1.9668,1.1432,1.5535,1.0529,1.1678,0.9535,1.3048,1.5662
FCX,2.1764,2.1178,2.1856,2.2458,2.308,2.4375,2.3288,2.3131,2.3961,2.1599,3.2677,2.1612,2.7779,2.0672,2.0078,1.9934,2.3271,1.4663,1.7579,1.4555,1.3611,1.2933,1.4873,1.718
FMC,0.8233,0.7922,0.7837,0.8013,0.9336,0.9633,1.011,0.8646,1.0099,1.2038,1.4173,0.8072,1.1749,1.2017,1.2662,1.2716,0.8619,1.1283,1.1948,1.1405,1.1081,1.1801,1.0588,1.1662
IFF,1.1429,1.2432,1.169,1.2078,1.5265,1.4674,1.1807,1.4793,1.3058,0.9327,1.2702,1.1357,1.194,0.7983,0.5489,0.5015,1.5182,0.0337,0.2933,0.0521,0.1193,0.2502,0.2503,0.333
IP,0.7918,0.7234,0.7868,0.9389,1.005,1.0487,1.1192,0.9753,1.1847,1.4362,1.3529,0.7835,1.5491,1.4136,1.3119,1.2878,1.0227,1.2874,1.1895,1.3431,1.2531,1.3777,1.2377,1.1944
LIN,0.8941,0.8034,0.765,0.7403,0.758,0.6378,0.7295,0.8028,0.7424,0.483,0.7428,0.8879,0.5725,0.4632,0.4626,0.4614,0.7007,0.3479,0.4501,0.3475,0.3466,0.2679,0.2899,0.4517
LYB,1.5393,1.3718,1.3881,1.5308,1.7534,1.7581,1.9447,1.5654,1.7466,1.4029,2.2539,1.5493,1.6802,1.4137,1.461,1.3983,1.675,1.0221,1.3793,0.9909,1.0582,1.0883,1.162,1.3736
MLM,0.3947,0.4903,0.5756,0.7719,0.84,0.8338,1.2931,0.776,1.2817,0.8633,0.98,0.4112,0.61,0.9121,1.0046,0.9908,0.8052,0.8154,0.9667,0.7543,0.884,0.7879,0.7825,0.853
MOS,1.7848,1.793,1.8281,1.9143,1.8372,1.8344,2.2497,1.7674,2.1068,1.9502,2.588,1.7658,2.414,2.0535,1.732,1.6843,1.7386,1.3123,1.5304,1.407,1.2206,1.5295,1.4071,1.5577
NEM,0.504,0.7714,0.7531,0.6976,0.8353,0.8447,0.0832,0.7908,0.1055,-0.3936,-0.144,0.4842,-0.2642,-0.3436,-0.2851,-0.2589,0.7554,-0.5827,-0.3496,-0.6135,-0.6743,-0.5545,-0.7435,-0.3586
NUE,0.9833,0.96,1.0283,1.078,1.2249,1.3217,1.3148,1.0864,1.8222,1.807,2.1284,0.9724,2.1596,1.8139,1.6016,1.5871,1.1087,1.3063,1.4604,1.339,1.2341,1.3676,1.3502,1.4914
PKG,0.5452,0.4255,0.4627,0.5628,0.64,0.717,0.6241,0.5307,0.9773,1.2826,1.1666,0.5599,1.1484,1.3227,1.4755,1.4598,0.5978,1.4877,1.4277,1.4747,1.443,1.4743,1.4036,1.4026
PPG,1.138,1.1388,1.2001,1.264,1.2977,1.2426,1.4959,1.2214,1.5513,1.0197,1.6605,1.1133,1.195,1.0363,0.9479,0.9286,1.2622,0.5989,0.8758,0.591,0.6059,0.5628,0.8069,0.9016
SEE,1.3143,1.2916,1.3291,1.3856,1.2738,1.1739,1.0511,1.358,1.0755,0.8576,1.0285,1.2979,1.1542,1.0148,1.3182,1.3099,1.3262,1.2887,1.1797,1.2362,1.2449,1.2367,1.3033,1.188
SHW,0.9077,0.9585,0.9598,1.0247,1.0254,1.0276,0.9827,1.0433,1.0075,0.8899,0.9832,0.8869,0.8305,0.9342,1.1307,1.1265,1.0013,1.1378,1.1478,1.1442,1.129,1.1614,1.1502,1.158
VMC,0.3438,0.4758,0.5209,0.6811,0.7036,0.691,0.8966,0.6391,1.0197,0.6073,0.6217,0.3614,0.4173,0.66,0.8526,0.8397,0.6454,0.7414,0.8099,0.7411,0.7725,0.7586,0.5928,0.6923
WRK,0.8523,0.8282,0.892,1.0789,1.1244,1.3444,1.4249,0.9745,1.7341,1.5861,1.6723,0.8464,1.4355,1.5598,1.6815,1.655,1.0533,1.593,1.6263,1.5196,1.5639,1.5082,1.5341,1.6274
AAP,1.3794,1.6351,1.639,1.6861,1.707,1.5542,1.0931,1.8031,0.3632,0.6778,0.761,1.3884,0.4594,0.7521,0.7492,0.6743,1.8413,1.0164,0.7514,0.9767,0.8977,1.0591,0.9102,0.7654
AMZN,0.7629,0.9103,0.8719,0.7798,0.7425,0.8774,0.4344,0.8487,0.9818,1.2023,0.9202,0.75,1.2597,1.2405,1.4743,1.4883,0.7825,1.7046,1.5563,1.703,1.7226,1.7264,1.656,1.5575
APTV,2.0531,2.0851,2.1473,2.3057,2.5641,2.719,2.5286,2.3301,2.3428,2.6117,3.1675,2.0594,3.2519,2.6376,2.397,2.3942,2.4532,1.798,2.2444,1.8306,1.816,1.7853,1.98,2.2401
AZO,0.9599,1.1472,1.1467,1.1832,1.2695,1.1085,0.8576,1.2758,0.5047,0.1904,0.6987,0.9652,0.3386,0.2164,0.3708,0.3905,1.2755,0.4138,0.3901,0.4513,0.3399,0.5453,0.3871,0.3937
BBY,1.4331,1.8699,1.8774,1.9288,2.0322,2.1673,1.967,2.0959,2.0824,2.0672,2.6017,1.3729,2.2012,1.9982,1.8979,1.8705,2.0926,1.5125,1.7794,1.4969,1.5197,1.2843,1.7237,1.7329
BKNG,1.4673,1.2556,1.2624,1.2281,1.1547,1.127,1.3053,1.0642,1.1533,0.9147,1.1549,1.4787,0.9679,1.0136,0.9525,0.9592,1.0638,0.5735,0.954,0.5087,0.6519,0.4875,0.7724,0.939
BWA,1.4248,1.4898,1.4741,1.4804,1.6548,1.6243,1.7794,1.545,1.9078,1.9169,2.5527,1.406,2.3608,1.9659,1.7434,1.7006,1.5778,1.2771,1.5685,1.2095,1.346,1.329,1.4283,1.6064
CCL,2.9359,2.6169,2.648,2.7562,2.5533,2.3545,2.5899,2.5811,1.2499,1.2382,0.7361,2.9338,1.059,1.217,1.2308,1.2324,2.7991,1.7021,1.2477,1.6901,1.7405,1.7195,1.5828,1.253
CMG,1.4812,1.717,1.6916,1.6918,1.6306,1.5448,1.003,1.6392,0.8992,1.2194,0.6713,1.4804,1.1498,1.2495,1.1692,1.1953,1.6596,1.2652,1.2251,1.2605,1.1572,1.2333,1.1845,1.1645
CPRI,3.0618,2.5227,2.679,2.9519,3.2029,3.3106,3.1279,3.1661,2.4585,2.1232,3.2493,3.0881,2.7377,1.9267,1.9347,1.8234,3.3289,1.4424,1.783,1.392,1.3955,1.2913,1.7924,1.7727
DG,0.4422,0.4713,0.4627,0.5022,0.4349,0.3912,0.106,0.3757,0.0797,0.2222,-0.1608,0.4177,-0.0176,0.2685,0.2558,0.263,0.4202,0.2884,0.4273,0.3181,0.3213,0.4389,0.3975,0.4045
DHI,2.0116,2.2714,2.2147,2.3441,2.1633,1.994,1.5928,2.3694,0.6061,0.6525,0.0435,1.9607,0.3866,0.6455,0.9459,0.9324,2.3346,1.175,0.9924,1.075,1.2142,1.2167,1.1347,1.0071
DLTR,1.0012,0.7411,0.7549,0.7436,0.7885,0.6342,0.6168,0.7361,0.5784,0.2724,0.6475,0.9803,0.6866,0.4645,0.3914,0.3553,0.7558,-0.1963,0.2202,-0.1275,-0.1354,0.0072,0.2306,0.269
DRI,2.0956,2.2117,2.1958,2.476,2.3867,2.1934,1.7936,2.3822,0.7622,0.6706,0.2137,2.1186,0.4067,0.6493,0.6529,0.6681,2.4735,0.8012,0.7182,0.8753,0.7173,0.8813,0.7492,0.701
EBAY,1.1078,1.2633,1.2015,1.1887,1.3175,1.2464,0.6791,1.3209,0.472,1.1944,1.1749,1.0851,1.5056,1.235,1.3816,1.4082,1.3614,1.3132,1.3838,1.3329,1.3035,1.0838,1.268,1.2882
EXPE,2.2732,2.0313,2.0991,2.1514,2.1101,1.9883,1.9547,1.9755,1.0804,0.8925,1.2024,2.2599,1.1462,1.1549,1.0492,1.0436,2.0609,0.7006,0.9993,0.6476,0.7753,0.8594,0.8924,1.0593
F,1.4182,1.3991,1.5245,1.5963,1.5728,1.4095,1.9811,1.6186,1.8474,1.7303,1.4813,1.3881,1.6598,1.7219,1.3339,1.3446,1.5832,0.9584,1.246,0.8722,1.1761,0.8909,1.175,1.1736
GM,1.4958,1.2962,1.4243,1.5059,1.543,1.4582,1.8243,1.3689,1.5556,1.6233,1.9615,1.4534,2.0235,1.7086,1.2398,1.2435,1.4254,0.7124,1.1093,0.7843,0.7325,0.8709,0.8412,1.0499
GPC,1.1591,1.2272,1.2251,1.2929,1.3417,1.2466,1.0156,1.3561,0.672,0.6453,0.8214,1.156,0.6256,0.6633,0.5822,0.5424,1.378,0.6632,0.5078,0.6754,0.5103,0.7413,0.5338,0.5475
GPS,2.1154,2.4651,2.5662,2.642,2.3359,2.3896,2.6234,2.5861,2.014,1.1304,2.1962,2.0626,1.7811,1.115,0.9506,0.9026,2.657,0.2796,0.8136,0.2617,0.2758,0.2882,0.8733,0.7585
GRMN,0.8982,0.8854,0.9645,0.9172,0.9152,0.9311,1.0365,0.9111,0.9962,0.9474,1.1779,0.8953,1.0687,0.9593,0.9427,0.9383,0.9623,0.9854,1.006,0.9915,0.8899,0.8579,1.0764,0.9935
HAS,0.7748,0.7041,0.7131,0.8146,0.8817,0.8689,1.3925,0.763,2.0754,1.3207,1.439,0.7663,1.4229,1.3207,1.4774,1.4632,0.8005,1.1459,1.3487,1.2377,1.3388,1.2861,1.3377,1.3497
HBI,1.4282,1.9352,1.9694,2.0736,2.0673,2.1213,2.0463,2.1952,1.4194,2.3742,2.555,1.4227,2.561,2.4249,2.1486,2.1113,2.0466,1.6276,1.8221,1.6557,1.5662,1.4536,1.7268,1.8143
HD,0.916,1.0249,1.0098,1.0217,1.0054,0.9687,0.8508,0.969,0.6626,0.6478,0.5898,0.8883,0.6482,0.7472,1.0089,1.0105,0.9774,0.9301,1.0552,0.9198,0.96,1.0281,0.9803,1.0355
HLT,1.4964,1.4894,1.5421,1.5657,1.4844,1.3107,1.5429,1.4131,0.9359,0.6418,0.8274,1.5022,0.5768,0.6118,0.8129,0.8202,1.4424,0.8273,0.7417,0.8353,0.8401,0.7526,0.6527,0.7154
HOG,1.5653,1.4451,1.6961,1.6728,1.695,1.7124,1.9031,1.7392,1.325,1.4893,1.5422,1.5085,1.3525,1.6174,1.6472,1.5974,1.7134,1.5071,1.5159,1.5165,1.5026,1.5362,1.4976,1.5068
HRB,1.1378,1.1641,1.2434,1.4734,1.687,1.5629,1.6885,1.5598,1.2987,0.677,1.3537,1.0805,0.7607,0.7233,0.497,0.5041,1.5743,0.1513,0.4613,0.1349,0.3174,0.1636,0.3656,0.5261
JWN,3.6261,2.2033,2.3064,2.2016,2.2058,2.4463,2.5527,2.1178,1.4596,1.2415,2.0307,3.6526,1.4756,1.1366,0.5695,0.4922,2.2973,0.2826,0.6528,0.3385,0.1978,0.2598,0.6546,0.6597
KMX,2.0709,2.3577,2.3648,2.3213,2.3865,2.1133,1.8725,2.3916,1.0214,0.5033,0.7089,2.0623,0.2445,0.4905,0.6448,0.6309,2.4428,0.5267,0.6073,0.4913,0.6219,0.5811,0.4937,0.6037
KSS,2.846,2.396,2.5667,2.601,2.561,2.6742,2.7814,2.5839,1.6858,0.9872,2.2872,2.9024,1.8168,1.0521,0.7515,0.7198,2.7573,0.1687,0.7231,0.1662,0.176,0.1781,0.8091,0.7096
LB,2.0168,2.2052,2.1766,2.2855,2.1329,1.8173,2.3729,2.5389,1.5682,2.0478,1.9765,1.9634,2.1564,1.9503,1.4212,1.3494,2.0583,0.5469,0.9551,0.7215,0.4475,0.6874,0.5921,0.8441
LEG,1.5619,1.8117,1.8806,1.9668,2.0107,2.1579,1.9007,2.1165,1.5362,1.2313,1.4113,1.5635,1.4156,1.2857,1.3899,1.3529,2.0949,1.4033,1.3359,1.3555,1.2519,1.306,1.2662,1.2898
LEN,1.8505,2.1419,2.0827,2.248,2.0297,1.8697,1.6196,2.2592,0.4729,0.9744,-0.049,1.8315,0.8138,1.0091,1.0169,0.9885,2.2332,1.229,1.02,1.1212,1.2521,1.2034,1.1978,1.0168
LKQ,1.6363,1.7932,1.9306,1.8844,1.8178,1.8856,1.7927,1.8694,1.3982,1.4568,1.5207,1.6178,1.3334,1.4798,1.5324,1.4617,1.8937,1.5444,1.4881,1.5067,1.539,1.4283,1.6017,1.5033
LOW,1.2077,1.541,1.5193,1.5701,1.4594,1.4373,1.3075,1.5022,1.2326,0.8428,1.4285,1.1974,1.1382,0.8275,1.0769,1.0923,1.5029,1.1124,1.2412,1.1193,1.0689,1.2128,1.258,1.2447
LVS,1.3672,1.3321,1.3934,1.3885,1.4216,1.5648,1.8716,1.303,1.8478,1.361,2.175,1.3692,1.9574,1.4154,1.491,1.4779,1.3912,0.9861,1.3328,0.9502,1.0749,0.9284,1.2213,1.2688
M,3.1054,2.5,2.6293,2.6134,2.8304,2.6366,2.9271,2.7349,1.9861,0.9716,2.1208,3.0959,1.2719,0.9469,0.6729,0.6244,2.931,0.1582,0.3577,0.1197,0.1544,0.0089,0.2621,0.4069
MAR,2.22,2.012,2.0642,2.0813,2.0593,2.0388,2.2269,1.9369,1.6688,1.1671,1.9353,2.204,1.4937,1.0957,1.1645,1.1764,2.0222,0.8358,1.0798,0.8435,0.9132,0.7349,0.9602,1.0632
MCD,0.8099,0.9337,0.9179,0.9911,0.8652,0.8042,0.7171,0.8761,0.4007,0.2724,0.008,0.7926,0.0481,0.3066,0.2038,0.2204,0.8622,0.1315,0.2374,0.1513,0.1621,0.2344,0.2006,0.2202
MGM,3.1112,3.0905,3.117,3.2382,3.0958,2.9836,2.7833,2.9411,1.9887,1.5074,1.5181,3.1137,1.8002,1.4427,1.2923,1.3035,3.1036,1.0726,1.1728,0.9991,1.0789,1.1495,1.0298,1.1997
MHK,1.4971,1.3602,1.4491,1.5874,1.6993,1.5058,1.6632,1.4715,0.8054,0.9365,0.8344,1.5281,0.9331,1.0035,1.4072,1.3874,1.7203,1.521,1.4076,1.4739,1.5912,1.4625,1.2848,1.3364
NCLH,3.5462,3.5288,3.6045,3.8248,3.6179,3.3913,3.0093,3.5769,1.459,1.2735,0.4717,3.5478,0.9931,1.2978,1.6243,1.6256,3.8628,2.3105,1.6925,2.3308,2.2421,2.2981,2.0048,1.711
NKE,0.6841,0.6538,0.6145,0.7364,0.7312,0.7605,0.9624,0.6431,1.2482,0.9249,1.4718,0.6796,1.3629,0.9186,1.0744,1.0405,0.6917,0.8394,1.071,0.8543,0.8326,0.866,0.9939,1.0178
NVR,1.3026,1.5722,1.5709,1.616,1.4303,1.3088,1.3164,1.5883,0.4672,0.3642,0.1877,1.2949,0.3193,0.3831,0.6447,0.6476,1.4733,0.4947,0.6365,0.481,0.6556,0.6165,0.5568,0.5675
NWL,0.926,0.727,0.759,0.8614,0.854,0.9244,1.1172,0.7905,1.1163,1.0748,-0.0114,0.9121,0.49,1.202,1.5475,1.5096,0.8078,1.5959,1.5275,1.5478,1.5148,1.8171,1.3965,1.5387
ORLY,1.1915,1.4132,1.4119,1.4567,1.4255,1.3252,0.8602,1.5814,0.5116,0.1435,0.2685,1.1886,0.0467,0.1678,0.3255,0.3171,1.5473,0.6468,0.3807,0.6533,0.5496,0.7337,0.5663,0.441
PHM,1.944,2.2351,2.1929,2.3058,2.1325,1.8932,1.9364,2.4018,0.6839,0.3602,0.0207,1.9175,0.247,0.4062,0.4247,0.4047,2.2743,0.2956,0.4176,0.2193,0.434,0.4022,0.4183,0.3984
PVH,2.4772,2.324,2.3631,2.5539,2.6136,2.9017,3.0259,2.5712,2.7975,2.4956,3.5894,2.5098,3.2046,2.426,2.308,2.2438,2.6488,1.6389,2.1175,1.5079,1.674,1.473,2.1117,2.1252
RCL,3.6646,3.6849,3.6831,3.8095,3.5048,3.1315,2.8479,3.5399,1.8053,1.2618,0.8031,3.5961,1.2564,1.22,1.4432,1.4304,3.7059,1.9658,1.4144,1.9897,1.9286,2.0611,1.6811,1.4511
RL,1.5117,1.3037,1.3349,1.4019,1.6731,1.7738,2.128,1.5876,1.8145,1.6117,2.5067,1.5664,2.3033,1.5022,1.3062,1.2696,1.6527,1.0642,1.1625,0.9847,1.0122,1.0163,1.1795,1.2132
ROST,1.0712,0.7987,0.7717,0.8443,0.8827,0.8484,1.0976,0.8398,0.7198,0.8184,0.8431,1.1131,0.8963,0.7691,0.6634,0.6563,0.8228,0.5884,0.7122,0.5968,0.6062,0.6664,0.6894,0.7013
SBUX,1.055,1.0359,1.0556,1.1361,1.0866,1.0416,0.9569,1.0154,0.7444,0.5411,0.6153,1.0715,0.5315,0.5968,0.5539,0.6076,1.0217,0.4269,0.5571,0.4165,0.4256,0.4065,0.4898,0.5495
TGT,1.1804,1.1908,1.1668,1.2347,0.9477,0.8146,0.5619,0.9215,0.2889,0.3465,-0.2928,1.1512,-0.2316,0.1817,0.3369,0.3483,0.9502,0.8671,0.5936,0.9142,0.7824,0.8931,0.5771,0.6189
TJX,0.9864,0.7362,0.7039,0.7539,0.7399,0.7398,1.0007,0.7131,0.5619,0.9949,0.9187,1.0029,0.9819,0.9439,0.8158,0.8159,0.7195,0.9299,0.9264,0.9394,0.905,0.8981,0.9568,0.9134
TPR,1.5144,1.3408,1.6296,1.7768,2.0308,2.067,2.3523,1.9367,1.7798,1.7312,2.1626,1.5271,2.2258,1.704,1.6756,1.5584,1.9777,1.2177,1.4284,1.1194,1.2133,1.0768,1.3177,1.4279
TSCO,0.8615,0.9681,0.9232,0.9056,0.972,0.7915,0.4827,0.9987,0.6595,0.9301,0.926,0.8442,0.7427,0.9686,0.7592,0.81,0.9868,0.8849,0.8392,0.9336,0.8816,1.0384,0.8315,0.8215
UA,1.4795,1.3779,1.5747,1.8,1.9647,1.8949,2.1888,1.9972,2.0353,1.9403,1.3942,1.4625,1.6041,2.0787,1.6575,1.639,1.9653,1.6932,1.4971,1.7495,1.7137,1.5244,1.4139,1.3986
UAA,1.4236,1.2923,1.4811,1.7323,1.9272,1.8529,2.1931,1.9459,2.0479,1.9205,1.4951,1.4076,1.6718,2.0684,1.5911,1.5728,1.903,1.5419,1.4164,1.5667,1.5692,1.2754,1.2974,1.3172
ULTA,1.9183,1.6942,1.6722,1.7181,1.8699,1.6774,1.4832,1.7755,0.9828,1.7252,1.4304,1.9009,1.8574,1.781,1.5447,1.5324,1.8791,1.5403,1.2978,1.5242,1.4693,1.63,1.4418,1.2877
VFC,1.3036,1.1351,1.1292,1.2684,1.2703,1.2772,1.6196,1.2325,1.5378,1.4337,1.5678,1.2882,1.5879,1.4028,1.4631,1.4372,1.2794,1.4951,1.3744,1.4759,1.5328,1.5615,1.5073,1.4364
WHR,1.7498,2.0138,2.0314,2.1358,2.1695,2.1989,2.127,2.1947,1.8622,2.1311,2.1911,1.6937,2.4692,2.2954,2.1721,2.1409,2.061,1.5168,2.0326,1.5369,1.5182,1.5502,1.6802,1.9114
WYNN,2.7827,2.5976,2.6796,2.6485,2.7717,2.9593,2.9603,2.6033,2.7082,2.3434,3.3243,2.784,3.2478,2.4403,2.4661,2.4824,2.734,1.79,2.2717,1.6334,1.9995,1.5183,2.1562,2.2259
YUM,1.4872,1.525,1.5601,1.6064,1.5744,1.4576,1.1857,1.5512,0.8351,0.2241,0.2699,1.4799,0.2905,0.249,0.3053,0.3271,1.5681,0.1907,0.3988,0.1428,0.219,0.2082,0.3192,0.3817
ATVI,0.3757,0.3916,0.3439,0.2915,0.3461,0.4235,0.4552,0.3482,0.8435,0.6406,0.8717,0.4166,0.6037,0.6139,0.8119,0.789,0.3197,0.5915,0.8372,0.5905,0.6643,0.6489,0.6719,0.8056
CHTR,0.8386,0.8941,0.886,0.9121,0.8297,0.7425,0.726,0.8995,0.4298,0.9902,0.1424,0.8253,0.5788,1.0424,0.9111,0.9228,0.8348,1.1444,0.9443,1.2157,1.1333,1.2776,1.0363,0.9461
CMCSA,1.0118,0.8594,0.8251,0.8956,0.7957,0.7734,0.8626,0.863,0.7023,0.9187,0.6813,1.0123,0.6645,0.9732,0.664,0.6684,0.809,0.6535,0.6829,0.7032,0.6934,0.8305,0.8092,0.7233
DIS,1.3881,1.3147,1.3265,1.3401,1.2724,1.1542,1.4808,1.2658,1.5535,0.8282,1.3208,1.4601,0.9166,0.7039,0.6552,0.6846,1.2675,0.3442,0.6007,0.3781,0.5782,0.4465,0.6611,0.6367
DISCA,1.5723,1.3313,1.3269,1.3971,1.549,1.6132,1.9043,1.4339,1.9868,2.0676,2.3083,1.604,2.1321,1.8946,1.4916,1.5123,1.4781,1.0165,1.4561,1.1597,1.1268,1.2216,1.3824,1.4001
DISCK,1.6417,1.441,1.4443,1.5181,1.6435,1.6955,1.9692,1.5378,1.7485,1.923,2.1046,1.6626,2.022,1.7608,1.4272,1.455,1.6019,1.0182,1.4045,1.1968,1.1197,1.2615,1.3533,1.346
DISH,2.4622,2.1933,2.166,2.0883,2.1459,1.7418,1.6925,2.0823,0.6311,1.6007,0.4192,2.3933,1.0937,1.6696,1.7103,1.7146,2.2485,2.1207,1.7906,2.1504,2.1454,2.1591,1.8725,1.7266
EA,0.6331,0.6821,0.6282,0.5668,0.6649,0.6305,0.3508,0.6667,0.579,0.8315,0.4841,0.6611,0.9049,0.7981,1.2144,1.1996,0.6503,1.3992,1.1233,1.3511,1.2756,1.2808,0.9893,1.0676
FB,1.1618,1.3562,1.3706,1.3032,1.239,1.2271,1.1541,1.2741,1.2199,1.5372,1.3883,1.1363,1.9231,1.5314,1.4469,1.4744,1.2396,1.2632,1.4266,1.3323,1.4024,1.4125,1.3163,1.3152
FOX,1.229,1.3428,1.3325,1.4241,1.5314,1.4204,1.6534,1.4524,1.6381,1.5578,1.5569,1.223,1.574,1.3645,1.3763,1.3959,1.5409,0,1.1734,0.252,0,0.3031,0,1.1742
FOXA,1.1656,1.2604,1.2635,1.3458,1.431,1.3201,1.5752,1.361,1.6057,1.454,1.4497,1.158,1.4681,1.2619,1.2425,1.2666,1.4439,0,1.0655,0.2649,0,0.3143,0,1.0669
GOOG,0.9325,1.0058,1.0771,1.0111,0.9152,0.9488,0.8329,0.9967,0.6629,0.6236,0.4404,0.9124,0.6,0.6199,0.7414,0.7359,1.022,0.9182,0.7128,0.9598,0.879,1.0236,0.8871,0.7445
GOOGL,0.9286,1.002,1.073,1.0073,0.9171,0.953,0.847,0.9999,0.6858,0.6541,0.4826,0.9098,0.6307,0.6502,0.762,0.7564,1.0251,0.9375,0.7376,0.9736,0.9033,1.0554,0.9116,0.7662
IPG,1.1066,0.8796,0.9581,0.9509,1.0748,1.0546,1.4224,1.0731,1.076,1.2926,1.3789,1.1114,1.3787,1.2933,1.0306,1.0025,1.061,0.737,0.9402,0.7529,0.825,0.6254,0.8836,0.8918
LYV,1.5748,1.2177,1.2054,1.2317,1.0705,0.9748,1.4314,1.0178,1.1575,1.0979,1.0609,1.6003,0.9595,1.1688,1.0854,1.1185,0.9878,1.0089,1.0362,1.0524,0.9375,1.0315,1.0126,0.9966
NFLX,0.2847,0.3794,0.3307,0.2495,0.301,0.4196,0.2486,0.3201,0.5169,1.4988,1.3234,0.3063,2.0334,1.4386,1.5612,1.5973,0.2824,1.7437,1.6046,1.7108,1.7061,1.5874,1.562,1.4971
NWS,1.9449,1.6402,1.626,1.6362,1.5989,1.4297,1.5499,1.466,1.1816,1.2357,1.1316,1.906,1.1988,1.3387,1.1701,1.1731,1.4662,0.7819,1.1066,0.7643,0.7789,0.7566,0.7869,1.0715
NWSA,1.8383,1.5621,1.5474,1.5505,1.4947,1.3177,1.4982,1.3775,1.2318,1.2351,1.1686,1.8082,1.2748,1.3263,1.1151,1.1168,1.371,0.6574,1.0258,0.6423,0.6557,0.6511,0.729,0.9956
OMC,1.2123,0.8011,0.8116,0.8062,0.8885,0.8678,1.176,0.8214,0.961,0.6779,0.9276,1.2013,0.8453,0.6795,0.3819,0.3746,0.848,-0.075,0.314,-0.021,0.0323,0.0324,0.1515,0.235
T,0.7538,0.742,0.7542,0.7582,0.8369,0.8108,0.9608,0.7391,0.6222,0.6754,0.4418,0.7466,0.4441,0.7421,0.8152,0.7975,0.7759,0.8215,0.7977,0.8081,0.7846,0.7751,0.7016,0.7806
TMUS,0.5603,0.3043,0.2694,0.2316,0.1853,0.0931,0.0674,0.2178,-0.458,0.5624,0.1405,0.5481,0.3987,0.6355,0.5897,0.5943,0.2276,0.6969,0.63,0.6974,0.7155,0.7696,0.7029,0.5973
TTWO,0.5202,0.3605,0.3069,0.2684,0.1087,-0.116,-0.1669,0.2183,0.2481,-0.147,-0.9846,0.56,-0.7302,-0.19,0.0056,0.0249,0.0836,0.53,0.2349,0.6201,0.541,0.9548,0.1103,0.1819
TWTR,1.235,1.311,1.243,1.3963,1.0595,1.023,1.0787,1.3143,0.3817,0.9368,0.5124,1.2689,0.978,0.9105,0.4064,0.4337,1.1687,-0.0009,0.4806,0.0991,0.2163,-0.0571,0.3721,0.2369
VIAC,2.3514,2.4328,2.4812,2.6369,2.6122,2.2403,2.3252,2.7649,2.017,0,1.632,2.3447,1.6047,0,0,0,2.75,0,0,0,0,0,0,0
