0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
REG,1.4871,1.1994,1.2102,1.2597,1.3508,1.2421,1.2059,1.2911,0.308,0.5968,0.1095,1.4859,0.4452,0.6438,0.6133,0.5891,1.4309,0.7886,0.6002,0.7608,0.7329,0.8566,0.6849,0.6029
SBAC,0.0441,0.0892,0.0219,0.0506,0.0653,-0.0252,-0.2144,0.0506,-0.406,0.3062,-0.4964,0.0308,-0.0231,0.3654,0.3756,0.4246,0.0343,0.509,0.3905,0.3962,0.4783,0.5645,0.3408,0.3209
SLG,2.085,1.8002,1.8172,1.9321,1.8551,1.896,1.7947,1.9568,0.6636,0.9901,0.0414,2.0818,0.6124,1.0064,0.9488,0.9377,2.0781,1.4236,0.9598,1.3751,1.354,1.4337,1.1919,0.9671
SPG,2.1975,2.0016,2.0634,2.1611,2.0684,2.0255,1.9556,2.1143,0.4524,0.7166,0.5186,2.2013,0.662,0.7146,0.4891,0.471,2.2395,0.6373,0.4704,0.6357,0.539,0.7311,0.5863,0.4856
UDR,0.9196,0.6141,0.6358,0.6305,0.6319,0.5892,0.6912,0.6266,0.139,0.4639,-0.2179,0.9169,0.2197,0.5522,0.5442,0.552,0.6664,0.8124,0.5879,0.7541,0.751,0.8972,0.6988,0.5859
VNO,1.7831,1.5483,1.5591,1.6093,1.591,1.6231,1.5524,1.5891,0.9762,0.9135,0.2713,1.752,0.6872,0.9575,0.9205,0.901,1.7288,1.2421,0.9428,1.2008,1.2194,1.3483,1.0913,0.9093
VTR,1.9924,1.9314,1.9362,2.0901,1.9509,1.6388,1.489,1.9664,-0.1055,0.1782,-0.6343,1.984,-0.1176,0.3109,0.2102,0.2193,1.9874,0.4684,0.3077,0.4403,0.3753,0.7178,0.2144,0.2862
WY,1.7342,1.9734,1.9838,2.006,1.9093,2.0754,1.9611,2.0011,1.5635,1.8001,1.5831,1.7699,1.8047,1.851,1.9142,1.8963,1.8724,1.7699,1.9486,1.6754,1.7566,1.7464,1.7406,1.8839
AEE,0.1933,0.3007,0.3155,0.3322,0.2752,0.2333,0.3324,0.36,0.1372,0.2848,-0.0979,0.1895,0.152,0.3585,0.3122,0.305,0.243,0.3865,0.3031,0.3445,0.3349,0.4229,0.3197,0.2999
AEP,0.3043,0.4436,0.5161,0.5849,0.6136,0.5362,0.6616,0.6673,0.5332,0.2558,-0.1713,0.2914,0.0774,0.317,0.2454,0.2455,0.6096,0.3128,0.2586,0.2744,0.3025,0.328,0.2991,0.2619
AES,0.7813,0.9116,0.9743,1.0251,0.9127,0.9856,1.3963,0.9607,1.4494,1.1318,1.2088,0.8198,1.346,1.084,0.7987,0.7841,0.9443,0.6376,0.6925,0.6153,0.5245,0.7283,0.6751,0.663
ATO,0.4255,0.3768,0.3674,0.3513,0.3918,0.3647,0.4223,0.4091,0.5299,0.2589,0.0141,0.4171,0.1723,0.3264,0.342,0.3377,0.366,0.3919,0.3287,0.3463,0.3527,0.3982,0.3191,0.3226
AWK,0.2733,0.3091,0.3251,0.3564,0.2487,0.1545,0.2305,0.3583,0.1159,0.1521,-0.4974,0.2637,-0.212,0.2079,0.2433,0.2666,0.2497,0.4338,0.3033,0.4076,0.442,0.425,0.3539,0.3096
CMS,0.1226,0.175,0.1974,0.2225,0.1752,0.1277,0.2998,0.2317,0.3176,0.2126,-0.3235,0.115,-0.0536,0.2864,0.2759,0.2813,0.1538,0.4284,0.3385,0.3688,0.3953,0.4232,0.3566,0.3374
CNP,1.3207,1.3184,1.411,1.4641,1.3864,1.2888,1.4112,1.4378,0.7402,0.3183,0.4323,1.2719,0.6679,0.4801,0.4922,0.4631,1.4664,0.3853,0.4119,0.3734,0.3452,0.4638,0.4805,0.4191
D,0.354,0.4702,0.4909,0.5283,0.6096,0.5529,0.5752,0.5682,0.5606,0.2633,0.3583,0.3378,0.1588,0.2842,0.2328,0.2181,0.6036,0.1253,0.2244,0.2095,0.1141,0.1703,0.2432,0.258
DTE,0.7839,0.8996,0.9581,0.9895,0.9171,0.8156,0.8225,0.9773,0.7082,0.4652,0.1148,0.7609,0.2916,0.5176,0.4192,0.4157,0.9434,0.5154,0.4232,0.4745,0.4822,0.515,0.4866,0.4405
DUK,0.3268,0.3471,0.3756,0.4993,0.4846,0.509,0.5748,0.499,0.3072,0.2121,0.1185,0.3137,0.1766,0.2963,0.2223,0.2171,0.4618,0.1321,0.265,0.12,0.1264,0.1603,0.2817,0.2801
ED,0.1177,0.1451,0.1576,0.264,0.2463,0.2415,0.3201,0.2859,0.5399,0.1678,-0.1288,0.0952,-0.0903,0.2464,0.2742,0.2582,0.2237,0.3503,0.2891,0.3048,0.347,0.3103,0.3249,0.2917
EIX,0.7561,0.7608,0.8282,0.8709,1.0742,1.125,1.4093,0.9609,1.4459,0.4745,1.3332,0.7527,0.9104,0.3532,0.3245,0.312,0.9635,-0.2507,0.2484,-0.3126,-0.2064,-0.3276,0.029,0.2556
ES,0.3471,0.4149,0.4449,0.4412,0.4439,0.3598,0.4461,0.4967,0.1634,0.1916,-0.3618,0.3366,-0.0632,0.2442,0.2191,0.2026,0.4535,0.3378,0.2327,0.3028,0.3159,0.4662,0.2709,0.2416
ETR,0.7662,0.7374,0.7792,0.8183,0.81,0.6994,0.9808,0.8474,0.4853,0.1617,-0.0777,0.7261,0.0159,0.2329,0.1905,0.1882,0.7729,0.1788,0.2374,0.1531,0.1678,0.162,0.1695,0.2197
EVRG,0.4934,0.5562,0.6227,0.622,0.7311,0.6329,0.6986,0.782,0.3076,0.0738,-0.3534,0.4879,-0.2121,0.1016,0.1016,0.0993,0.7345,0.2212,0.1667,0.1286,0.1999,0.2698,0.122,0.1572
EXC,0.4958,0.5071,0.59,0.6064,0.541,0.4979,0.6576,0.6014,0.4002,0.3002,0.1148,0.4993,0.3369,0.3407,0.3212,0.3184,0.5514,0.4069,0.3793,0.3638,0.3814,0.4305,0.4601,0.3753
FE,0.1367,0.2815,0.3336,0.3845,0.5747,0.5361,0.6832,0.2994,0.5908,0.2146,0.0943,0.1999,0.1641,0.2481,0.264,0.2555,0.5447,0.28,0.3201,0.2401,0.2556,0.2393,0.2889,0.2897
LNT,0.3445,0.5075,0.5616,0.541,0.4433,0.4118,0.5721,0.5267,0.5321,0.4035,-0.0922,0.3299,0.1291,0.4463,0.3874,0.3869,0.4277,0.4418,0.3991,0.3835,0.4293,0.4183,0.4119,0.3978
NEE,0.2241,0.2759,0.3032,0.2903,0.2007,0.1076,0.3483,0.3048,0.1874,0.194,-0.2225,0.2302,-0.1087,0.2455,0.206,0.193,0.1764,0.2918,0.2248,0.2226,0.2655,0.2388,0.2083,0.2103
NI,0.2833,0.2039,0.2461,0.271,0.3295,0.337,0.3921,0.363,0.2944,0.3006,-0.0676,0.2575,0.2385,0.3781,0.316,0.3184,0.2863,0.4091,0.3228,0.3697,0.3487,0.4821,0.3016,0.3067
NRG,1.1557,1.2954,1.3558,1.3225,1.2996,1.3932,1.069,1.3096,1.002,0.4078,1.024,1.2008,0.855,0.4475,0.4578,0.4287,1.3258,0.3626,0.5717,0.2042,0.2789,0.2961,0.6102,0.5832
PEG,0.611,0.7032,0.7574,0.861,0.7994,0.7524,0.595,0.9235,0.4667,0.3328,-0.0227,0.6072,0.1059,0.4227,0.357,0.3518,0.8281,0.419,0.3865,0.3774,0.393,0.4035,0.395,0.3445
PNW,0.3862,0.427,0.5033,0.5602,0.5416,0.4841,0.6122,0.6659,0.2245,0.2428,-0.1391,0.3712,0.1045,0.3357,0.2249,0.2267,0.547,0.232,0.2121,0.2065,0.2069,0.2176,0.2668,0.2089
PPL,0.806,0.8952,0.9319,0.9775,1.0037,0.9151,1.1734,0.9753,1.1562,0.7529,0.6465,0.7965,0.7997,0.7684,0.5477,0.5231,0.9853,0.448,0.5373,0.4529,0.3986,0.5788,0.5196,0.5354
SO,0.496,0.4941,0.5444,0.6129,0.6364,0.5872,0.7358,0.6373,0.6165,0.54,-0.0988,0.4977,0.2617,0.5914,0.494,0.4855,0.6175,0.5044,0.4043,0.4643,0.5023,0.4999,0.4491,0.4195
SRE,0.7974,0.9195,0.9782,1.0022,0.9961,0.8921,0.9647,1.0057,0.5987,0.399,-0.062,0.7913,0.1733,0.4194,0.495,0.4874,0.9881,0.5716,0.4941,0.5292,0.5511,0.4927,0.4854,0.4745
WEC,0.1612,0.2757,0.2984,0.3419,0.2425,0.1987,0.2109,0.2755,0.0144,0.0886,-0.5464,0.1423,-0.2689,0.1779,0.1792,0.1955,0.2142,0.3937,0.2711,0.3545,0.3449,0.4159,0.2811,0.2679
XEL,0.28,0.4094,0.4168,0.4293,0.359,0.3289,0.3122,0.403,0.3497,0.3004,-0.1935,0.2694,0.058,0.37,0.2992,0.3054,0.3305,0.3878,0.3448,0.3347,0.3576,0.3926,0.3471,0.3437
